Waf: Entering directory `/home/anon/tarball/ns-allinone-3.35/ns-3.35/build'
Waf: Leaving directory `/home/anon/tarball/ns-allinone-3.35/ns-3.35/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.558s)
2.66167 0.124526 4288 3752
2.72463 0.0629616 3752 3216
2.72656 0.00192642 3216 2680
2.7862 0.0596385 2680 3216
2.7862 0 3216 3752
2.84916 0.0629616 3752 4288
2.97178 0.122619 4288 4824
3.03194 0.060168 4824 4883
3.09349 0.0615456 4883 5360
3.21896 0.12547 5360 4824
3.21943 0.000472069 4824 4422
3.2199 0.00047183 4422 4020
3.22038 0.000472069 4020 3752
3.28051 0.0601296 3752 4020
3.3416 0.0610929 4020 4091
4.20416 0.862563 4091 4161
4.26571 0.0615454 4161 4230
4.51189 0.246182 4230 4297
4.57393 0.062037 4297 3752
4.63547 0.0615454 3752 3761
4.88403 0.248562 3761 3216
4.94605 0.0620174 3216 3225
5.06869 0.122639 3225 3314
5.12884 0.0601487 3314 2680
5.19038 0.0615454 2680 2778
5.25148 0.0610929 2778 2881
5.31302 0.0615458 2881 2980
5.37457 0.0615454 2980 3076
5.43611 0.0615458 3076 3169
5.49766 0.0615454 3169 3259
5.5592 0.0615454 3259 3347
5.56202 0.00281286 3347 3432
5.62217 0.0601492 3432 3515
5.68324 0.0610733 3515 3596
5.68605 0.00281286 3596 3675
5.7462 0.0601487 3675 3753
5.80728 0.0610738 3753 3829
5.87026 0.0629807 3829 2680
5.93182 0.0615649 2680 2778
5.99337 0.0615454 2778 2881
6.05491 0.0615458 2881 2980
6.11646 0.0615454 2980 3076
6.178 0.0615458 3076 3169
6.23955 0.0615454 3169 3259
6.30109 0.0615458 3259 3347
6.30298 0.0018878 3347 3432
6.36406 0.0610738 3432 3515
6.42513 0.0610733 3515 3596
6.42704 0.00190735 3596 2680
6.48858 0.0615458 2680 2778
6.54968 0.0610924 2778 2881
6.61124 0.0615649 2881 2144
6.67279 0.0615458 2144 2345
6.73433 0.0615454 2345 2467
6.85793 0.123601 2467 2144
6.91901 0.0610738 2144 1931
6.98055 0.0615458 1931 2079
7.0421 0.0615454 2079 2217
7.10364 0.0615458 2217 2346
7.10459 0.000943661 2346 2468
7.16566 0.0610738 2468 2584
7.1666 0.000944138 2584 2695
7.22768 0.0610733 2695 2801
7.28922 0.0615458 2801 2903
7.35077 0.0615454 2903 3001
7.41232 0.0615458 3001 3096
7.47386 0.0615454 3096 3188
7.53541 0.0615458 3188 3278
7.59695 0.0615454 3278 3365
7.59884 0.00188828 3365 3450
7.65991 0.0610733 3450 3533
7.72195 0.062037 3533 2680
7.72242 0.000472069 2680 2144
7.72289 0.000471592 2144 1931
7.78304 0.0601492 1931 1608
7.7835 0.000452518 1608 1931
7.84506 0.0615649 1931 2079
7.90661 0.0615454 2079 2217
8.02974 0.123129 2217 1608
8.09128 0.0615463 1608 1681
8.09223 0.000944138 1681 1851
8.15377 0.0615454 1851 2006
8.21532 0.0615454 2006 2149
8.27686 0.0615454 2149 2282
8.27781 0.000944138 2282 2407
8.33888 0.0610733 2407 2526
8.33982 0.000944138 2526 2639
8.4009 0.0610743 2639 2747
8.40184 0.000943184 2747 2851
8.46386 0.0620184 2851 2951
8.5254 0.0615454 2951 3048
8.58695 0.0615454 3048 3142
8.6485 0.0615454 3142 3233
8.71004 0.0615463 3233 3321
8.77112 0.0610733 3321 3407
8.773 0.00188828 3407 3491
8.83408 0.0610733 3491 3573
8.89517 0.0610924 3573 2680
8.89564 0.000472069 2680 2144
8.89611 0.000472069 2144 1681
8.8966 0.000491142 1681 1608
8.95672 0.060111 1608 1681
9.01781 0.0610924 1681 1851
9.07935 0.0615454 1851 2006
9.1409 0.0615463 2006 2149
9.20244 0.0615454 2149 2282
9.20339 0.000944138 2282 2407
9.26543 0.0620365 2407 1608
9.32697 0.0615454 1608 1681
9.38806 0.0610933 1681 1851
9.44961 0.0615454 1851 2006
9.51116 0.0615454 2006 2149
9.5727 0.0615454 2149 2282
9.57364 0.000944138 2282 2407
9.63472 0.0610733 2407 2526
9.63566 0.000944138 2526 2639
9.69674 0.0610743 2639 2747
9.69768 0.000944138 2747 2851
9.82083 0.123148 2851 2144
9.8213 0.000472069 2144 1608
9.88239 0.0610933 1608 1681
9.94394 0.0615454 1681 1851
10.0055 0.0615454 1851 2006
10.0675 0.0620174 2006 2149
10.1295 0.0620184 2149 2282
10.1305 0.000943184 2282 2407
10.1915 0.0610743 2407 2526
10.2536 0.0620174 2526 2639
10.3156 0.0620174 2639 2747
10.3165 0.000944138 2747 2851
10.3785 0.0620174 2851 2951
10.4401 0.0615454 2951 3048
10.5016 0.0615463 3048 3142
10.5637 0.0620365 3142 2144
10.6243 0.0606203 2144 1681
10.6248 0.000472069 1681 1608
10.6257 0.000925064 1608 1681
10.6868 0.0610924 1681 1851
10.7483 0.0615463 1851 2006
10.8099 0.0615454 2006 2149
10.8714 0.0615454 2149 2282
10.8724 0.000944138 2282 2407
10.9344 0.0620365 2407 1608
10.9959 0.0615463 1608 1681
11.057 0.0610924 1681 1851
11.1186 0.0615454 1851 2006
11.1801 0.0615463 2006 2149
11.2417 0.0615454 2149 2282
11.2426 0.000944138 2282 2407
11.3037 0.0610733 2407 2526
11.3046 0.000944138 2526 2639
11.3657 0.0610733 2639 2747
11.3666 0.000944138 2747 2851
11.4287 0.0620365 2851 2144
11.4292 0.000472069 2144 1681
11.4893 0.0601492 1681 1608
11.4902 0.00092411 1608 1681
11.5513 0.0610933 1681 1851
11.6129 0.0615454 1851 2006
11.6744 0.0615454 2006 2149
11.736 0.0615463 2149 2282
11.8591 0.123129 2282 1608
11.9206 0.0615463 1608 1681
11.9216 0.000943184 1681 1851
11.9831 0.0615463 1851 2006
12.0447 0.0615454 2006 2149
12.1062 0.0615454 2149 2282
